epoch,loss,lr,val_loss,val_map,val_mpre,val_mrec
0,71636.0,0.001,222420.21875,nan,nan,nan
1,60995.66015625,0.001,219443.84375,nan,nan,nan
2,58347.00390625,0.001,216133.0625,nan,nan,nan
3,57103.8828125,0.001,212745.265625,nan,nan,nan
4,56078.25,0.001,209228.3125,nan,nan,nan
5,55113.86328125,0.001,205764.359375,nan,nan,nan
6,54177.35546875,0.001,202285.875,nan,nan,nan
7,53259.01953125,0.001,198758.875,nan,nan,nan
