epoch,loss,lr,val_loss,val_map,val_mpre,val_mrec
0,86.53778076171875,0.001,70.81866455078125,0.0,0.0,0.0
1,51.888214111328125,0.001,44.134613037109375,0.0003972555039026644,0.027895737,0.0046147616
2,32.64825439453125,0.001,27.967031478881836,0.007502846936851954,0.13397315,0.022315755
3,21.79697036743164,0.001,18.589109420776367,0.004773039715825758,0.12527022,0.01848771
4,15.260772705078125,0.001,13.89464282989502,0.006208245369318813,0.1260058,0.021956844
5,11.12782096862793,0.001,11.155827522277832,0.012721039464590356,0.21544677,0.029157136
6,8.570537567138672,0.001,7.568641185760498,0.02283959645744669,0.26621598,0.04238551
7,6.755021095275879,0.001,6.488159656524658,0.01870722854325757,0.19316815,0.032400925
8,5.505431175231934,0.001,4.851356029510498,0.03925963922354726,0.3193406,0.04922673
9,4.568458080291748,0.001,4.1640095710754395,0.04578699737778891,0.28427178,0.05077897
10,3.8836162090301514,0.001,3.7297377586364746,0.03878598900564925,0.312465,0.048931763
11,3.350440502166748,0.001,3.171571969985962,0.04707002889224977,0.3879285,0.05820415
12,2.924285888671875,0.001,2.8050074577331543,0.035817312046679955,0.32120872,0.049822215
13,2.5842716693878174,0.001,2.5050582885742188,0.048297876771739134,0.35147467,0.056222342
14,2.310781478881836,0.001,2.07574725151062,0.08452804640915576,0.5333906,0.07790476
15,2.101949691772461,0.001,1.880659818649292,0.0679485001301725,0.42381018,0.06887461
16,1.9242067337036133,0.001,2.1207077503204346,0.05857279057633518,0.3740233,0.058342278
17,1.7943952083587646,0.001,1.8636460304260254,0.08465222075062978,0.5373417,0.07625958
18,1.6598281860351562,0.001,1.5689698457717896,0.04423199867526206,0.32814348,0.051307827
19,1.5479592084884644,0.001,1.3776938915252686,0.04892719008532595,0.37954557,0.05641202
20,1.4613643884658813,0.001,1.6713695526123047,0.05734662875328467,0.34224617,0.057235256
21,1.3911539316177368,0.001,1.3780317306518555,0.07775393530413324,0.5129124,0.074573666
22,1.3147385120391846,0.001,1.1878929138183594,0.06864200324463245,0.4583419,0.065153554
23,1.255184292793274,0.001,1.2442023754119873,0.10819926876119478,0.5536785,0.087114975
24,1.212812066078186,0.001,1.224548101425171,0.08753248876957379,0.5508263,0.07866655
25,1.1705783605575562,0.001,1.08003830909729,0.051840112932082065,0.34515232,0.052525014
26,1.145803689956665,0.001,0.9915266633033752,0.0721918701811517,0.48940846,0.068663426
27,1.1425390243530273,0.001,1.022730827331543,0.07441213899839565,0.3871916,0.06616086
28,1.08881676197052,0.001,1.011703372001648,0.09594865019244567,0.4866325,0.074846014
29,1.0549625158309937,0.001,1.071606159210205,0.07430589769562995,0.4525892,0.067910224
30,1.0309211015701294,0.001,1.0192201137542725,0.06751848175134348,0.41471842,0.060392663
31,1.0255483388900757,0.001,0.9373606443405151,0.0752291546609284,0.42505884,0.06606258
32,1.0246959924697876,0.001,0.9049495458602905,0.08285772486644166,0.4731569,0.07158546
33,0.9929127097129822,0.001,0.919359028339386,0.08184667791831382,0.48397207,0.07468626
34,1.0207027196884155,0.001,0.9131350517272949,0.07793876535983084,0.43534118,0.06697014
35,0.9681342840194702,0.001,0.8491642475128174,0.06606596731033187,0.3794,0.062419143
36,0.9516980648040771,0.001,0.9170151948928833,0.07866415516862832,0.4413185,0.069045514
37,0.9911863803863525,0.001,0.8530474305152893,0.09553591622760922,0.5005373,0.076266296
38,0.927741289138794,0.001,0.7447589635848999,0.09977420869498221,0.51218677,0.077575535
39,0.9371731281280518,0.001,0.8098751306533813,0.1118654565189762,0.57138234,0.08606991
40,0.9254367351531982,0.001,0.870670735836029,0.09591446098246503,0.50358045,0.07920154
41,0.923489511013031,0.001,0.7721654176712036,0.095970172888385,0.52488375,0.0790604
42,0.9056549668312073,0.001,0.8202710747718811,0.11501344102769874,0.5608281,0.08464688
43,0.9081397652626038,0.001,0.8181148767471313,0.08042615400088102,0.46648186,0.072152615
44,0.9462214708328247,0.001,0.9429836869239807,0.08202944278724478,0.45929217,0.07294231
45,0.905227780342102,0.001,0.85713791847229,0.07426007647034405,0.44103968,0.06733302
46,0.9052045345306396,0.001,0.8037543296813965,0.09410561286484542,0.49489146,0.07374406
47,0.8788629770278931,0.001,0.7518556714057922,0.11459310814693388,0.5785016,0.0840824
48,0.8716423511505127,0.001,0.770132303237915,0.0822808439764305,0.41923225,0.06575554
49,0.8714289665222168,0.001,0.7178384065628052,0.09701283302984855,0.54035944,0.08353911
50,0.8646497130393982,0.001,0.7296261787414551,0.11117335292721552,0.602359,0.08729719
51,0.8613297939300537,0.001,0.7463445663452148,0.09685534065096524,0.5216814,0.08180107
52,0.8615025281906128,0.001,0.7803409099578857,0.09175201778316885,0.4963203,0.07531683
53,0.8496197462081909,0.001,0.7854996919631958,0.08947868488288191,0.48637074,0.0767338
54,0.8527899980545044,0.001,0.8144971132278442,0.10495227205757059,0.5611383,0.08556037
55,0.8454618453979492,0.001,0.8196985125541687,0.11978978975061279,0.63087434,0.09342277
56,0.8425581455230713,0.001,0.8172791600227356,0.10174180184980797,0.5234197,0.0813283
57,0.8574480414390564,0.001,0.7587862610816956,0.09796026230955435,0.53534895,0.08243304
